split,symbol,idx,date,kronos,v20,v60,v256,ewma,realised
holdout,PFE,693,2026-02-27 00:00:00+00:00,0.004160663679220878,0.016225389674839438,0.014094981038166057,0.016782424745253183,0.014683115271321578,0.014080582305484543
holdout,PFE,716,2026-04-01 00:00:00+00:00,0.006181099689667155,0.0137594570968104,0.0145852266238009,0.01696095979713542,0.014746054387193688,0.012247472843344355
holdout,PFE,739,2026-05-05 00:00:00+00:00,0.00516057424227015,0.012011421895933572,0.013389903312914073,0.016119000453516975,0.013394019268580533,0.010818523150590084
holdout,SOFI,256,2025-11-19 00:00:00+00:00,0.018537805084092335,0.05382027545379224,0.04048009843096375,0.03997765453978644,0.04587762824667248,0.038484810043380835
holdout,SOFI,276,2025-12-18 00:00:00+00:00,0.014171312625832714,0.038484810043380835,0.04348001267724509,0.04076503529682091,0.04161393663758324,0.03184387358035128
holdout,SOFI,296,2026-01-20 00:00:00+00:00,0.014416026839023172,0.03184387358035128,0.04174884448564732,0.04024806718338726,0.036770770666400936,0.033053191368389946
holdout,SOFI,316,2026-02-18 00:00:00+00:00,0.015252795846756902,0.033053191368389946,0.034713311167738355,0.03990762638447941,0.03588487385830319,0.02760212633571451
holdout,SOFI,336,2026-03-18 00:00:00+00:00,0.017596811609730333,0.02760212633571451,0.03112483733546094,0.038434312912941596,0.0315258571727555,0.028905633028772814
holdout,SOFI,356,2026-04-16 00:00:00+00:00,0.017119777892217063,0.028905633028772814,0.030406203493375916,0.0359296690728165,0.03125910158653394,0.04369688242463802
holdout,SOFI,376,2026-05-14 00:00:00+00:00,0.013635003124622474,0.04369688242463802,0.034131229817457455,0.03505472678571729,0.03766820203428358,0.03879305261385599
holdout,SOFI,396,2026-06-12 00:00:00+00:00,0.010495988045922633,0.03879305261385599,0.037617035909455206,0.03597024819535214,0.038768132722133766,0.027154626054375512
holdout,T,256,2024-05-30 00:00:00+00:00,0.0071953330853676825,0.006907446712983886,0.009629016448534105,0.015285232191158064,0.009870343280737033,0.013599581388009234
holdout,T,279,2024-07-03 00:00:00+00:00,0.004261100820856168,0.010639685350352495,0.011549812405645657,0.014913212493637723,0.011493027536961796,0.016109948710141778
holdout,T,302,2024-08-06 00:00:00+00:00,0.007653977717511181,0.017175744450183366,0.013470276708589914,0.01352590976906997,0.014526863512992833,0.010438688603340168
holdout,T,325,2024-09-09 00:00:00+00:00,0.0060123475267647745,0.01045936503386004,0.012716542868996438,0.01344666750101771,0.012347089031505885,0.01219321143438016
holdout,T,348,2024-10-10 00:00:00+00:00,0.006765370080357569,0.010495356796417039,0.0133114074659308,0.013348354381466998,0.011294151616161723,0.016850950535241212
holdout,T,371,2024-11-12 00:00:00+00:00,0.01148872467008997,0.015353762025685428,0.012851592523600448,0.012548274827994367,0.01373419704378922,0.014567663654464762
holdout,T,394,2024-12-16 00:00:00+00:00,0.010183357626555154,0.014592467706872198,0.013254303626145861,0.012828490580400835,0.013851926160060729,0.011438447142818128
holdout,T,417,2025-01-22 00:00:00+00:00,0.006055044673374627,0.00926155179581214,0.013979943980057022,0.012606753684478363,0.012475996566380779,0.015090410742078848
holdout,T,440,2025-02-25 00:00:00+00:00,0.00894698257374302,0.015082742895222543,0.014237359627734049,0.012669518626295596,0.013118477671064962,0.02010781008839128
holdout,T,463,2025-03-28 00:00:00+00:00,0.010565991129451939,0.020658600326966564,0.01595348884332025,0.013533006250935543,0.01608554200784316,0.021840724670028695
holdout,T,486,2025-05-01 00:00:00+00:00,0.010447082350285446,0.02245534106707271,0.01789663516306615,0.014528226994122782,0.018459353160764094,0.015191598685850849
holdout,T,509,2025-06-04 00:00:00+00:00,0.00934909880963698,0.015583583283980261,0.01761852292978553,0.014957956942233038,0.015999181394289925,0.013040184418907976
holdout,T,532,2025-07-09 00:00:00+00:00,0.010472729264585716,0.011349418175480765,0.014066612915608175,0.014823096048047504,0.013889940175883264,0.009944334281236485
holdout,T,555,2025-08-11 00:00:00+00:00,0.006408016668873409,0.008674675489803338,0.011388991777560734,0.014459300354759935,0.011979679194462137,0.011260209876899772
holdout,T,578,2025-09-12 00:00:00+00:00,0.011079445492291284,0.011909468584090803,0.011050797615235518,0.0144483304873146,0.011840821696656066,0.01297363795769148
holdout,T,601,2025-10-15 00:00:00+00:00,0.011646535977595024,0.014146102435812227,0.012089237727310534,0.014684469648239308,0.013540979076477519,0.014066856283023269
holdout,T,624,2025-11-17 00:00:00+00:00,0.006294628579697713,0.014732846210771183,0.01360998372671284,0.014505502206992848,0.013389822344576738,0.009693462164945755
holdout,T,647,2025-12-19 00:00:00+00:00,0.005093828177811972,0.009937193515569983,0.01298104583067492,0.014218136797340603,0.011417817780978988,0.009340490905783792
holdout,T,670,2026-01-26 00:00:00+00:00,0.00395037144900231,0.009072605495293078,0.009617545886128776,0.014045727469174311,0.01001882800520763,0.02034671353301636
holdout,T,693,2026-02-27 00:00:00+00:00,0.012486547208941587,0.019011046786992544,0.014964245961342458,0.014658408541885803,0.016140678591416265,0.015185482612891403
holdout,T,716,2026-04-01 00:00:00+00:00,0.009897837727763068,0.014118546567979427,0.016411738581242927,0.014185475739370918,0.01473493973325431,0.01772464061781488
holdout,T,739,2026-05-05 00:00:00+00:00,0.013158765473665696,0.01775495447669748,0.015976619619188795,0.01374629000218276,0.016140712119228334,0.01236164746218492
